Tweet,Subjectivity,Polarity
"Gökkuzgun european roller coracias garrulus  You can see this turquoise bird in Istanbul during the migration period.  For example, this friend is from a fork  birdsofturkey kuzeyorm türkiyeninkuş of those wwfturki to dogaderneg the bilgehanmaras ;;",0.0,0.0
As it turns out the bop project continues at full speed  Kanalistanbul is a bop project  Kanalistanbul is the last ring of betrayal  Kanalistanbul is the usa project  Kanalistanbul is a threat to the independence turkiyenin  patience habertuerk ;;,0.30833333333333335,0.175
As it turns out the bop project continues at full speed  Kanalistanbul is a bop project  Kanalistanbul is the last ring of betrayal  Kanalistanbul is the usa project  Kanalistanbul is a threat to the independence turkiyenin  our patience ;;,0.30833333333333335,0.175
Istanbul canalistanbul imamoğlu carsamba akp don't want it ;;,0.0,0.0
twitter follower count 3 million was a joke at a time like earthquakes vandepre my corona turkey istanbul Mansur Yavaş sooooooooooo kuruek sokagacikmayasag the minimum wage to minimum wage masumlarapartm NEW unfaithful christmas council Kanalistanbul I koronaol health doctors ;;,0.6772727272727272,-0.2318181818181818
yurticikargo you go back to my beloved bi message Bishi dicem the turkey earthquake sooooooooooo Erdogan to parliament kuruek yagmurdua van vandepre my minimum wage in 2021 dollars kitty christmas Istanbul Kanalistanbul unemployment cuzdanimbos corona rain I koronaol ;;,0.5,0.35
the role of energy in the mega project of canal i?stanbul  can arıhan httpslnkdindtmzsr;;,0.0,0.0
"I have written my views about gyo before, the expectation of Kanalistanbul also strengthens their hands and I look at those who can be affected more like EKGYO. ;;",0.5,0.5
"Even though it ended without even the slightest resonance of believing in his voice, I couldn't even emphasize any syllables, but if I went, he defended Kanalistanbul by heart.  I'm embarrassed while watching on TV, I'm so tired  Even if we say God should not make anyone like this, it does not help the country ;;",0.7,-0.4
minister karaismailoğlu channel i?stanbul is a world project  httpst24comtrhaberbakankaraismailoglukanalistanbulbirdunyaprojudur920425 ;;,0.0,0.0
What will the Kanal Istanbul project add to us? I would not worry about having a party fight.  canalistanbul ;;,0.0,0.0
"recommending the citizens the evening market for cheap shopping, Diyanet has a 100 million lira complex in Bodrum Kanalistanbul ;;",0.55,0.05000000000000002
american project kanalistanbul ;;,0.0,0.0
"Normally I shouldn't have laughed that much, I didn't understand it either  canalistanbul ;;",0.3499999999999999,0.35000000000000003
"There is no need to go back 9 years to say betrayal project, still the channel i?stanbul rent and betrayal project  the sayer's opinion may have changed but the facts never change  I have water on monday canalistanbul ;;",0.0,0.0
The state of this country does not improve because of you. Do you have the answer to the following questions? But you can give the answer to get off my page  ibbdens  canalistanbul  we are all together ;;,0.1,0.0
"feeding akp people i?bbdensuiyenizam, you react to electricity and natural gas, why do not you react to the price hikes, because you are feeding under the hand, we are always fed up, we are all together phased1 tuerkiyenin table channel i?stanbul 2021 budget memory  zindaşti neymar ;;",0.4,0.1
the channel istanbul project is a katar i?stanbul project that can be called shortly.  Kanalistanbul ;;,0.3,0.0
Kanali?stanbul yakanalyai?stanbul water ;;,0.0,0.0
while the world climate change food crisis has fallen into thirst  they want to settle the canal istanbul in the sazlıdere basin in the center of water resources  We modeled the zoning conditions given by the ministry in this area.  I leave it to you to interpret the result ;;,0.1,-0.1
faz1 blessed coronaoranaburanakorum killer zmit municipality trans monday izmdcsoygunvar coronavirus canalistanbul ;;,0.0,0.0
Kanalistanbul a US stroke your project is united black and is not aiming to give fear to Belarus this project throws tear eliminates Montreux is a bill threatening through İstanbul Turkey ziyadesi and no Turkish son tolerates these threats should not yunman ;;,0.43333333333333335,-0.16666666666666666
"Kanali?stanbul is a project of geographic economic ecology, sociological, urban, cultural, in short, a vital destruction and disaster. ;;",0.2,0.08
httpsyoutube1rpwav9usy8 coronaoranaburanakorumi Kanali?stanbul faz1 neymar mügeanlı killer volkanşen Güneştutmesi zindaşti ;;,0.0,0.0
Germany decided to close completely between December 16 and January 10  the state will support its citizens who have lost income  support budget 11 billion euro  Germany is jealous of us  we are all together  Monday  alliance  izmdcsoygunvar  Kanalistanbul ;;,0.4,0.1
Kanalistanbul until the end yes yes yes support to otcullar until the end Kanalistanbul ;;,0.0,0.0
istanbul killer canalistanbul ;;,0.0,0.0
fraudster spirit yilmaz  httpsyoutubeuoek8y5nsk0  comedy sketch parody turgayyıldız aykutelmas tahsinhasoğlu hasancankaya mesutsüre acun exxen survivor interview man monday faz1 vaccine fraudulent channelistanbul good morning good morning funny videos documentary ;;,0.55,0.4125
canalistanbul  crazy project is not the wealth of 510 people  millions of people not the minimum  Human salary  35004000 TL to be made  Come on do this so everyone can breathe  akp mhp tbmm ;;,0.5,-0.3
"no harassment, no rape  katar ossursa comes out of sesichp  How much is the train's new helicopter order  why this price is not on the agenda  Because the betrayal gang is after their rape  canalistanbul ;;",0.32727272727272727,0.16818181818181818
Kanal Istanbul is a Qatar project Kanalistanbul ;;,0.0,0.0
"Kanal Istanbul is the project of Qatar lovers, not patriots ;;",0.0,0.0
"Complete your interior and exterior decoration with bicycle display stands, facilitate your beverage offerings  emartmakine design mobile mobile car emartmachine coffee teshirabası coffee cart coffee cart neymar canalistanbul guenestirut corona ;;",0.4,0.1
"panama makes 2channels  israel started the eylatasdot channel  iran channeling from caspian to bass  russians started sand-manych channel  nobody opposes  for canal i?stanbul  ecology deteriorates, risk of earthquake, country divides  Kanalistanbul ;;",0.5,-0.15000000000000002
"There are many things to be done before Kanal Istanbul, this country does not want this project. ;;",0.5,0.5
Kanal Istanbul is the project of the century. We know very well who the people who want to discredit this project obey  and 3 airports and channel Istanbul as well as mega projects of this segment before  These were the people who said don't do this  rterdogan  canalistanbul ;;,0.3,0.2
"Kanal Istanbul is not a world project, but a plunder project of the sovereigns. You cannot deceive the public with green lies.  Kanalistanbul ;;",0.18333333333333332,-0.1
coronaoranaburanakorumha tuerkiyenin table monday neymar fazbir channeli?stanbul officials and scientists always appear before the nation in earthquakes by telling hiccups I want to confront the people and humanity with facts  rterdogan  ahmetdavutoglu ;;,0.0,0.0
"coronaoranaburanakorum, monday tuerkiyenin table rtalb lastdakika s president If the construction system in our country is from the foundation to the top of the building fol earthquake no building collapses and people do not want to live in the buildings to be demolished, I can offer the most suitable system in the world ;;",0.5625,0.42159090909090907
I guess you meant it is a bop project canalistanbul ;;,0.0,0.0
Kanalistanbul mhp chief is right ;;,0.5357142857142857,0.2857142857142857
"state garden  they are opening a new channel called channel i?stanbul, it is a project that will continue the robbery order wildly  2011 ;;",0.42727272727272725,0.11818181818181818
"Kanali?stanbul has a lot of money to make Kanal İstanbul There is money to help abroad but the aid money for the corona is limited  People wait in line for minutes to get a piece of bread cheap, etc. ;;",0.4214285714285714,0.1642857142857143
kanali?stanbul ;;,0.0,0.0
"In the first election, the akp will go away from power  Channel Istanbul will not be made ;;",0.3333333333333333,0.25
kanalistanbul bangir bangir geliyor ;;,0.0,0.0
"channel i?stanbul is not a world project, but a waste project, while there is a free throat beside you, no one will pass through the channel you will spend money on pleasure  Kanalistanbul waste project ;;",0.26666666666666666,0.0
talana ranta chase chase chalet canali?stanbul ;;,0.0,0.0
"The project of katar lovers, not patriots, Hayırrr Kanali?stanbul ;;",0.0,0.0
"why this insistence will be a shame to istanbul, act prudently and say no to canalistanbul, what would add friend added us to each other ;;",0.375,-0.125
"Dear minister, channel i?stanbul, you have another murder project httpssariyertimescomgenelsayinbakankanalistanbuldiyebircinayetprojenizvar ...  Kanali?stanbul murder project ;;",0.0,0.0
"Istanbul Canal and through ecosystem that will form the heart of the art technology, science and the economy of the turkey with this awareness of our work continues uninterrupted  I guess it would be thanks to the ecosystem he destroyed  Kanalistanbul ;;",0.1,0.1
I support for Kanal Istanbul Kanalistanbul should definitely be done ;;,0.5,0.0
Istanbul is Turkey's canal project is  Kanali?stanbul is a project that will make Istanbul go ooooh ;;,0.0,0.0
"Kanali?stanbul is the biggest betrayal of a city, country, one people ;;",0.0,0.0
"""minister karai?smai?loğlu canal i?stanbul is a world project  news httpsbolgehaberajansicomtrbakankaraismailoglukanalistanbulbirdunyaproj ...  minister karaismailoğlu stated in his presentation at the general assembly of the tbmm that the canal istanbul is """"a world project""""  2021budgethatırası Kanali?stanbul Adilkaraismailoğlu "";;",0.5,0.05000000000000002
"Kanalistanbul Monday Good Morning Correct and disappeared determinations of the last caucasian gentleman, state gardener ;;",0.33333333333333337,0.35
Monday Kanalistanbul 2021bütçehatıra the türkiyenintablo the türkiyegerçek were sorunolmaktankalk ;;,0.0,0.0
"The cost of public gardens exceeded the budgets of 7 ministries  the environment minister announced that the investment value of the nation's gardens is 16 billion liras, this amount is bigger than the budget of 7 ministries in 2021. ;;",0.2833333333333333,0.0
"say qataristanbul, not canalistanbul, say qataristanbul, continue to sleep, you will be managed however you want ;;",0.0,0.0
"its cost exceeded the budgets of 7 ministries  httpsgazikent27comhabermalluluk7bakanliginbutcesinigectihaberi26580html  the ministry of environment, the ministry of internal affairs, the ministry of the ministry of interior and technology ;;",0.0,0.0
God make your way open c Crazyproje Kanalistanbul  rterdogan  It would be great if my dear minister did ;;,0.625,0.4
I'll be poisonous  you heard the young people  Kanalistanbul  yakanalyai?stanbul  dollar  alanyaspor  God damn you ;;,0.4,0.1
"How will it last with a channel cut through the land in this example, how will you explain one turkey will be the center of art and science that we do not come to me without the heart of the art and the science channel  fellowship  canalistanbul ;;",0.08333333333333334,-0.05
With Karaismailoğlu facing channels will be the heart of Istanbul turkey art  httpstinyurlcomyytcsqrt ;;,0.0,0.0
canalistanbul channelli i?stanbul ;;,0.0,0.0
I'll be poisonous  you heard the young people  Kanalistanbul  market  Monday  not working  oooh  i'm against me  yakanalyai?stanbul ;;,0.4,0.1
"If you want to know what is the internet speed first, you are facing the monument of incompetence  puppet ministers are in a nonsense race to defend betrayal like Kanal Istanbul, I wish you think about billionaires from Qatar as much as you think of the people  Kanalistanbul ;;",0.26666666666666666,0.225
minister karaismailoğlu will increase internet speed to 56 gigabytes with 5b satellite httpbbhtlgscf8 ;;,0.0,0.0
I'll be poisonous  Kanalistanbul  you heard the young people  Kanalistanbul  ooooh  market  Monday  not working  No comment ;;,0.4,0.1
klgyo kanalistanbul ;;,0.0,0.0
"You should get the opinion of the citizen with a referendum, you will see that the overwhelming majority do not want Kanalistanbul. ;;",1.0,0.5
channel istanbul news may mobilize the stock market in some stocks this week cementinşaat gyo sector canalistanbul ;;,0.0,0.0
"I explained the realities of Kanali?stanbul to the face of the Minister of Environment and Urbanization, Snmurat.  There is no sound from the bureaucrats appointed by the palace, they also know the facts  yakanalyai?stanbul ;;",0.4,-0.2
12  The plan to make Istanbul the capital of globalists  Kanalistanbul bridges roads mavimarmara silk road project  turkey gin joint projelerseytanladans  devils with muslim disguise  Turkish will replace English  liquidation of queen ;;,0.0,0.0
ekgyo  canalistanbul  I hope that those open to the week won't block the stake ;;,0.5,0.0
"Undoubtedly, for a handful of people, we have opened the most valuable agricultural lands in the region of Kanalistanbul, which will divide Istanbul into 2 for the center of attraction for 18 years.  rterdogan  If there were 18 more years in power  ac party  not tulip but dreamed of luxury ;;",0.3666666666666667,0.3
"""President Erdogan """"We are in the preparations for reforms that will make our country a center of attraction again"""". "";;",0.1,-0.1
"Kanal Istanbul project is an indication that the power is at an impasse  According to scientific studies, the probability of a major earthquake 65  Earthquake risks can be reduced with the resources to be consumed for Kanali?stanbul, and Istanbul can be made a safe city against earthquakes. ;;",0.5,0.28125
Kanali?stanbul is a real estate and rent project  the economic cost of Kanal Istanbul will be unprecedented in the history of the republic.  They will drive earthmoving trucks over our wetlands at a time when the world's fresh water resources are trembling ;;,0.475,0.325
Kanalistanbul bist100 shares ;;,0.0,0.0
"We completed our throat turkey Istanbul will protect the most environmentally friendly urbanism projects are taking our steps for Istanbul Canal project will be 52 of the EIA process, we divide our green areas and social facilities taking in the views of our citizens, our universities ;;",0.3416666666666667,0.17708333333333334
"important  in the districts of arnavutköy and forkca  Kanali?stanbul surrounding public lands  Forensic public personnel, lawyers and businessmen gang, who seized millions of rents through false succession court proceedings, are active  suleymansoylu  Georgiabul  rterdogan ;;",0.4666666666666667,-0.02666666666666668
"sinanbayat  important  in the districts of arnavutköy and forkca  Kanali?stanbul surrounding public lands  Forensic public personnel, lawyers and businessmen gang, who seized millions of rents through false succession court proceedings, are active  official documents and evidence available ;;",0.45555555555555555,0.04444444444444443
Refusal to the motion on ?mamoğlu  ersoy Kanali?stanbul question lastdakika news news notify ;;,0.0,0.0
A cup of tea can not be sold will go to $ 100 will go to the life of one particular model will make luxury homes will be sold to the ceiling salary of £ 2300 million Kanalistanbul u is the country espoused turkey ;;,0.3333333333333333,0.16666666666666666
Occupancy rate in dams supplying drinking water to Istanbul decreased to 21  the maximum capacity of the sazlıdere dam is half of our remaining water.  climate crisis real thirst is at the door  rterdogan  csbgovtr  ekremimamoglu ;;,0.38888888888888884,-0.12222222222222222
"Let's wash our hands often but don't waste water when we're intimate with soap  While washing the fruit and vegetables carefully, let's not hold them in the water as if they found a free waterfall  Let's take a shower more often but don't turn our bathroom into a Turkish bath  climate crisis is real water resources are under threat  thirst is at the door ;;",0.5333333333333333,0.16666666666666666
"My only hope is that if Kanalistanbul is built, the return of the towing type vessels to the strait was so in Venice. ;;",1.0,0.0
"No to Kanalistanbul, which is a betrayal to Istanbul project entrusted to us as a rent and a world heritage while the country needs more work ;;",0.5,0.5
You will not make people upset like this and do the channel Istanbul hi  Kanalistanbul  you will look like longing gürses ;;,0.0,0.0
Has anyone ever said that it will be full when Kanalistanbul opens?  yakanalyaistanbul ;;,0.55,0.35
Kanalistanbul zehrazuemruetselcuki? resign master teacherimpact not finished harassment kimkiduk sayıncb60binoeğrtmn gsbye1000physiotherapist youngclerbabacandiyor annakalbi i?stanbul ankara konya ;;,0.0,0.0
God willing to remove this shame  Where would this tank be delivered after 18 months?  We will not sell Qatar. ;;,0.75,0.25
"You will anesthetize both as a rain prayer and you will make Kanalistanbul and end the water resources, your right job for one Allah is not you president erdoğan ;;",0.5357142857142857,0.2857142857142857
There are still those who have trouble with Kanali?stanbul ;;,0.2,-0.2
The difference between the sea surface temperatures of the last week and the normals is almost in the middle of December and the water temperatures in the black sea are 15 ° C.  there are regions that are 45 ° C above normals  goodbye normals welcome scripts  climate change ;;,0.3,0.12666666666666668
"I'm still protesting the permission of zoning in Istanbul, we're drowning  Istanbul  istanbulbld  Kanalistanbul ;;",0.0,0.0
"hyundai for $ 921 million  bostondynamics  i bought  Chinese buy volvo for 18 billion dollars  we spent 750 million dollars on ankapark  whatever we live is not a coincidence  If we do Kanalistanbul on it, it would be complete ;;",0.25,0.03409090909090909
"Let's save money and get bostondynamics  hyundaiturki to  or if we don't do Kanalistanbul or whatever the transport minister mehmet cengiz is, I won't dream ;;",0.0,0.0
zoned land in the reserve area in arnavutköy yassıören  httpszingatcom3403410i  360000tl  625m²  canalistanbul ;;,0.0,0.0
We got our sngyo hour response keep watching  bist100 bist30 canalistanbul shares shareholder shares  skull magazine  xu30 xu100 ;;,0.0,0.0
rtalb glryh keep watching his hourly reaction vverdi  bist100 bist30 canalistanbul shares shareholder shareholder share  skull magazine  xu30 xu100 ;;,0.0,0.0
"If Kanali?stanbul is built, if the number of ships using the canal is not enough to pay the commitments, I wonder if there are plans to make the bridges on it with pay ;;",0.5,0.0
rtalb glryh let's watch  bist100 bist30 canalistanbul shares shareholder shares  skull magazine  xu30 xu100 ;;,0.0,0.0
sngyo preparations are completed we are waiting for the pilot now bist100 bist30 canalistanbul shares shareholder sharetakas  anatoliakdz  xu30 xu100 ;;,0.0,0.0
canali?stanbula can be spent if the palace budget and contractor payments remain low from the people's budget  The following fresh agenda wrist watches are distributed to the public. ;;,0.21333333333333332,0.039999999999999994
"If the excavation ships from Kanalistanbul come to Ayvalık, it will merge with pony ;;",0.0,0.0
"The Ministry of Internal Affairs, saying that ekremi?mamoğlu caused a public loss of 7500 TL since Kanali?stanbul hung the billboards showing his damages to Istanbul, when will ask for the account of the 750 million dollars spent for the dinosaur park inankara mansurbaskan melihgokcek ;;",0.05555555555555556,-0.03333333333333333
"The rivers flows and seculars look, they became slaves of the imf, they gave our country a pledge 20 years ago, wash the tutelage of the country, wash the shackles, we decide with our nation and we will continue to do whatever it takes for our country. ;;",0.0,0.0
"Do they say Kanali?stanbul because there is rent in channel Istanbul.  The fate of this country cannot be squeezed between the lips of a person. This country is a big country.  deva party set out for equality, justice and freedom  Our solution map will be the spokesperson of the specific solution. ;;",0.1125,0.0
you are asking the government what are you doing besides selçuktepeli vaccine? ;;,0.0,0.0
Why don't they want Kanalistanbul for this reason? ;;,0.0,0.0
immami rabbani i?stanbul prophecies great istanbul earthquake channel i?stanbul water wars httpsyoutubeow9qldpxddm  earthquake monday prophecy before the akp canalistanbul date ;;,0.75,0.8
Canal Istanbul usa project?  see what the canal said about the Istanbul project 13 years ago  the us army must be Kanalistanbul to enter your black sea ;;,0.43333333333333335,-0.16666666666666666
mugwort  arrow beautiful turkey explained that one of the biggest problems Kanalistanbul ;;,1.0,0.85
"In 15 years  508 dams  513 hrs  327 ponds  A total of 7,200 facilities were built with 193 drinking water facilities  a huge economy emerged, drought exceeded  Bidet canal is being done in Istanbul now  There is no drought, there is drought populism  drought is discussed here ;;",0.825,0.20000000000000004
"He went on a European tour for the previous foreign borrowing and came back with the debts  As of the next day, canalistanbul started its land propaganda. Let's see what this borrowing will lead to. ;;",0.06527777777777777,-0.06527777777777777
"Kanali?stanbul to the power saying drought, what should we ask? ;;",0.0,0.0
"drought alert  it does not rain, the lakes are drying up, the water in the dams is decreasing, we only have 2 months of water in Istanbul  The problem of i?kti?darin is to destroy the water resources in Istanbul and to make the canal Istanbul where the people of Qatar get land.  sunday yakanalyaist northforests cemseymen ;;",0.5,-0.1
on the Halktv screens more than a year ago  muratagirel  There is no need to spend tens of billions of dollars for canalistanbul by giving the actual figures one by one with the official documents. ;;,0.3,0.25
no money in the safe  have digging shovels ready  I guess he will make us dig the channel with this going  Kanalistanbul no ;;,0.5,0.35
Napcan tree we need Kanalistanbul ;;,0.0,0.0
some sculptures some  helicopter engine  i?ha siha  togg  natural gas  Kanalistanbul ;;,0.4,0.1
"We are against making Kanali?stanbul because the only word that describes hundreds of reasons starting with ekosi?stem  Two-sentence security issue  national food safety issue  If this project is done, the result will be hunger and misery.  Let's talk them  yakanalyai?stanbul ;;",0.55,0.0
the real agenda of turkey  Kanali?stanbul deldeprem  earthquake of 54 magnitude in Antalya Gazipaşada ;;,0.30000000000000004,0.2
"If Kanali?stanbul was built, the virus would not have passed to Istanbul ;;",0.0,0.0
"There seems to be an attempt to make Kanali?stanbul u like stick and transfer.  In the early years of our Ataturk Republic, he developed us with the power of our own state and our nation.  we should take an example  magnifying glass  National channel  also continues  cantaloupe  with presentation  htop board ;;",0.5333333333333333,0.26666666666666666
"Kanalistanbul Syrian  immoral controls  You keep saying Kanal Istanbul is my biggest dream and there is a detail like this Kanal Istanbul is your biggest dream, we are Istanbul, not ours ;;",0.0,0.0
"""Real estate, as well as the purchase from turkey 19katar """" direct investment """" is considered to have purchased the mansion throat pavilion adds the orders of his mother Sheikha moz Kanalistanbul the route in 44 acres of land in the purchase of real estate investments "";;",0.3333333333333333,0.16666666666666666
Kanal Istanbul is the project of the state  It is the answer to Lausanne and Montreux  Those who oppose to be made are the spokesmen of the invaders  Kanalistanbul ;;,0.0,0.0
ekremimamoğlu and the network fathers who make this paylonco talk and hold his rope are raging for this reason Kanalistanbul will be done chp ibb receptayyiperdogan ;;,0.0,0.0
"Every criticism of this guy is to put oil on his bread, don't do it anymore, remember how he is president The biggest reason is that they advertise to criticize him  we  i?ha siha  togg  natural gas  Let's take a look at Kanali?stanbul ;;",0.4,0.1
15 years ago there was an immoral and ugly claim that Istanbul would be autonomous in a federative structure. I wish it would remain as an allegation. ;;,0.85,-0.14999999999999997
"""today's post  """"blasting"""" in the canal Istanbul  nightmare  at the weekend  vaccine complexity and questions  httpssozcucomtr2020yazarlarcigdemtokerkanalistanbuldapattirabusu6152760 ... through gazetesozcu gazetesozcu "";;",0.0,0.0
"Our share, which we wrote akenr, has eaten the bread today, thank you  bist100 bist30 canalistanbul shares shareholder shareholder share  anatoliakdz  xu30 xu100  with love ;;",0.6,0.5
"Our share that we wrote in adel fed the bread today, thank you  tire bist100 bist30 canalistanbul share shareholder shareholder share  anatoliakdz  xu30 xu100  we wrote today at noon ;;",0.0,0.0
I think it is more likely to sell insulation material to the Kanalistanbul project in the permit term to be included in the togg domestic automobile supplier list ytd ;;,0.5333333333333333,0.16666666666666666
"What is Kanali?stanbul and why is it wanted to be done?  What could be done if the budget to be allocated to the canal was used in other areas  does canal istanbul pose a risk in terms of earthquakes  In 25 questions, channel i?stanbul prospectivepsyesilodakcom25sorudakanalistanbul  yesilo focus  through ;;",0.375,-0.125
"a comment from the outside press  we have no money to eat  jump, we are going to hot  canalistanbul  Istanbul ;;",0.45000000000000007,0.125
"I do not understand channels or anything, all I hear is canalistanbul project, what is it? ;;",0.0,0.0
"Abdulhamid 2 muharrem by the decree of 187981 paid 71 of the taxes to Galata bankers as interest, then collected donations and built the hejaz railway to the Arabs.  140 years have passed and present now  I wouldn't be surprised if they want iban for Kanali?stanbul ;;",0.45,0.05
"Our share with hyphens fed the bread today, thank you  tire bist100 bist30 canalistanbul share  anatoliakdz  xu30 xu100 ;;",0.0,0.0
tire bist100 bist30 canalistanbul share shareholder shareholder share  anatoliakdz  not to say once ;;,0.0,0.0
high rtalb glryh  bist100 bist30 canalistanbul shares shares share share share xu30 xu100 ;;,0.5399999999999999,0.16
harden rtalb glryh  bist100 bist30 canalistanbul shares shares share share share xu30 xu100 ;;,0.0,0.0
drfahrettinkoca  ministeristifa fahrettinkocaistifa earthquake istanbul canalistanbul katarkatar they sold kataristanbul ;;,0.0,0.0
"We are not a nation that rushes to vaccination like a lamb that approves everything, we did not forget that you put us in line at schools and you used to drink uncertain milk from abroad and we refuse now ;;",0.0,0.0
"""The cost of the chamber of mining engineers channel i?stanbul project is over 75 billion lira  miningmo  Kanal Istanbul reiterates that its project is an """"income project""""  Kanalistanbul yakanalyaistanbul "";;",0.0,0.0
kilergyo stock market or the opposite move aim neparalar eridikanalistanbul now let it begin ;;,0.0,0.0
god bless this land and nation  you will run  Kanalistanbul  yakanalyai?stanbul  Thursday  earthquake ;;,0.0,0.0
necmettin erbakan  those we kicked out of the door in Çanakkale entered through the chimney through the AK Party  they will go running ;;,0.0,0.0
İ?mamoğlu answered the questions of the poet's payzin Halk TV  httpsyoutube26zy0yipnue  i?mamoğlu i?stanbul i?bb earthquake canalistanbul urban transformation cendere assassination covid19 coronavirus pandemic science board corona vaccine folktv taxi ;;,0.0,0.0
Kanalistanbul briefly the nature of the turkey experts will say to the children of the people would give enormous damage to the economy ;;,0.6166666666666667,0.0
"chamber of mining engineers channel i?stanbul excavation and blasting transport technical evaluation report was presented to the public at the press conference we held on Tuesday, 1 December  You can access the full report from the link  httpmadenorgtrgenelbizdendetayphpkod12654tipisube0  photos serkanocakkk ;;",0.23888888888888893,0.11666666666666665
interest istanbul pandemic covid19 economic crisis kataristanbul canalistanbul katarkatar they sold government ;;,0.2,0.2
Diyanet's interest income has increased to 74 million lira in the last 5 years  httpaktifhabercomekonomidiyanetinfaizgelirison5yilda74milyonlirayaciktih153081html ;;,0.06666666666666667,0.0
Kanal Istanbul project is a rent project Kanali?stanbul httpsyoutubeiowx7ib2apm  YouTube  through ;;,0.0,0.0
Interest income of the Presidency of Religious Affairs in the last 5 years reached 7 million 431 thousand 693 liras. ;;,0.15833333333333333,0.0
beautifully located coupon plot with housing zoning in arnavutköy yassıören  230 m²  150000 TL  arnavutköy yassıören Kanalistanbul ;;,1.0,0.85
Kanali?stanbul a yes yes yes ;;,0.0,0.0
"Do you have a bucket?  Is there a truck?  What are you waiting for  Make a channel, do a channel, do a channel, do a channel  Kanalistanbul is the song of how a country was drawn. ;;",0.0,0.0
kanalistanbul h a y i r ;;,0.0,0.0
Kanalistanbul is not  katari?stanbul ;;,0.0,0.0
